case_id,track_id,selected_feature,grouped_shap_value
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_precision,0.044129902962595224
case_010,45S5WTQEGOB1VHr1Q4FuPl,tempo_danceability,-0.028836337849497795
case_010,45S5WTQEGOB1VHr1Q4FuPl,explicit,-0.027508973065778264
case_010,45S5WTQEGOB1VHr1Q4FuPl,time_signature,0.02921698271893547
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy_liveness,-0.014132371172308922
case_010,45S5WTQEGOB1VHr1Q4FuPl,duration_log,-0.012525142170488834
case_010,45S5WTQEGOB1VHr1Q4FuPl,duration_squared,-0.0005960177513770759
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_year,10.903810501098633
case_011,6tDDoYIxWvMLTdKpjFkc1B,acousticness,1.0560284852981567
case_011,6tDDoYIxWvMLTdKpjFkc1B,decade,0.8397658467292786
case_011,6tDDoYIxWvMLTdKpjFkc1B,tempo,0.8345757722854614
case_011,6tDDoYIxWvMLTdKpjFkc1B,year_in_decade,0.6671687960624695
case_011,6tDDoYIxWvMLTdKpjFkc1B,mode,-0.514444425702095
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_month,-0.347107857465744
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy_danceability,0.3131457269191742
case_011,6tDDoYIxWvMLTdKpjFkc1B,danceability,0.3058605492115021
case_011,6tDDoYIxWvMLTdKpjFkc1B,liveness,-0.2364296019077301
case_011,6tDDoYIxWvMLTdKpjFkc1B,duration_min,-0.2133893519639969
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_month_sin,-0.20658810436725616
case_011,6tDDoYIxWvMLTdKpjFkc1B,key,0.2564006610773504
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_month_cos,-0.13971443474292755
case_011,6tDDoYIxWvMLTdKpjFkc1B,speechiness,0.13680565357208252
case_011,6tDDoYIxWvMLTdKpjFkc1B,speechiness_explicit,-0.10809604078531265
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy_valence,0.09641183912754059
case_011,6tDDoYIxWvMLTdKpjFkc1B,valence,0.08639081567525864
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy_liveness,-0.08335471153259277
case_011,6tDDoYIxWvMLTdKpjFkc1B,loudness_energy,0.0784764289855957
case_011,6tDDoYIxWvMLTdKpjFkc1B,tempo_danceability,0.06018110737204552
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_precision,0.06440197303891182
case_011,6tDDoYIxWvMLTdKpjFkc1B,loudness,-0.036403149366378784
case_011,6tDDoYIxWvMLTdKpjFkc1B,acousticness_instrumentalness,0.0326770544052124
case_011,6tDDoYIxWvMLTdKpjFkc1B,danceability_valence,0.028585687279701233
case_011,6tDDoYIxWvMLTdKpjFkc1B,time_signature,-0.00587280276522506
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy,-0.018569301813840866
case_011,6tDDoYIxWvMLTdKpjFkc1B,instrumentalness,0.01783793792128563
