case_id,track_id,transformed_feature,selected_feature,raw_feature_family,feature_value,shap_value,direction,mapping_status
case_008,3iw6V4LH7yPj1ESORX9RIN,mode_1,mode,mode,0.0,-0.020012114197015762,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,explicit_False,explicit,explicit,1.0,-0.01970469392836094,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,energy_liveness,energy_liveness,energy×liveness,0.0600989,-0.016913283616304398,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_11,key,key,0.0,-0.012990806251764297,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_3,key,key,0.0,-0.012118680402636528,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_9,key,key,0.0,0.011005237698554993,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,duration_squared,duration_squared,duration_min,3.7861376399999997,-0.010158633813261986,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,time_signature_3.0,time_signature,time_signature,0.0,0.007163569796830416,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_precision_month,release_precision,release_precision,0.0,-0.005996413994580507,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_10,key,key,0.0,-0.005424675531685352,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_4,key,key,0.0,0.0053215655498206615,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,time_signature_4.0,time_signature,time_signature,1.0,0.00439778808504343,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,energy_danceability,energy_danceability,energy×danceability,0.644746,-0.0020690520759671926,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_5,key,key,0.0,0.0010376468999311328,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,time_signature_5.0,time_signature,time_signature,0.0,2.460178620822262e-05,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,time_signature_1.0,time_signature,time_signature,0.0,-2.090664202114567e-05,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,explicit_True,explicit,explicit,0.0,-7.424939212796744e-06,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,duration_min,duration_min,duration_min,2.039,-5.122159481048584,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_year,release_year,release_year,2019.0,3.9576146602630615,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,instrumentalness,instrumentalness,instrumentalness,0.859,-1.207147240638733,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,tempo,tempo,tempo,93.007,1.1259955167770386,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,loudness_energy,loudness_energy,loudness×energy,-9.606951,-1.0756256580352783,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,acousticness,acousticness,acousticness,0.00491,-1.0628981590270996,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,loudness,loudness,loudness,-10.431,-1.0039066076278687,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_month,release_month,release_month,12.0,-0.9773699045181274,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy,energy,energy,0.921,-0.7398362159729004,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,decade,decade,decade,2010.0,0.5256999731063843,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,duration_log,duration_log,duration_min,1.111528513934656,-0.5131551027297974,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,danceability,danceability,danceability,0.474,-0.4845830500125885,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy_valence,energy_valence,energy×valence,0.641016,-0.42983278632164,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_month_cos,release_month_cos,release_month,1.0,-0.41298866271972656,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy_danceability,energy_danceability,energy×danceability,0.436554,0.35624977946281433,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_month_sin,release_month_sin,release_month,-2.4492935982947064e-16,-0.33054760098457336,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,year_in_decade,year_in_decade,release_year,9.0,-0.25206300616264343,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,mode_0,mode,mode,1.0,-0.23633304238319397,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_9,key,key,1.0,-0.15068000555038452,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,liveness,liveness,liveness,0.476,-0.1291668862104416,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0,-0.10097184777259827,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_precision_year,release_precision,release_precision,0.0,0.06491808593273163,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,tempo_danceability,tempo_danceability,tempo×danceability,44.085318,-0.05803726240992546,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_1,key,key,0.0,-0.05359590798616409,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_precision_day,release_precision,release_precision,1.0,0.052071765065193176,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,danceability_valence,danceability_valence,danceability×valence,0.329904,-0.04944916442036629,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_8,key,key,0.0,-0.04112871363759041,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,time_signature_4.0,time_signature,time_signature,1.0,-0.03488102927803993,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,speechiness,speechiness,speechiness,0.0457,-0.03343072533607483,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_6,key,key,0.0,-0.03299419581890106,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_7,key,key,0.0,-0.031683385372161865,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_2,key,key,0.0,0.0256793349981308,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,0.0042176900000000005,-0.020393142476677895,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,time_signature_3.0,time_signature,time_signature,0.0,0.017601145431399345,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_0,key,key,0.0,0.016451088711619377,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_11,key,key,0.0,-0.014809586107730865,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,mode_1,mode,mode,0.0,-0.014260430820286274,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_3,key,key,0.0,-0.014026373624801636,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,duration_squared,duration_squared,duration_min,4.157521000000001,-0.012935267761349678,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,explicit_False,explicit,explicit,1.0,-0.012639878317713737,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_precision_month,release_precision,release_precision,0.0,-0.00971996784210205,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy_liveness,energy_liveness,energy×liveness,0.438396,0.00926787406206131,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_10,key,key,0.0,-0.004931728355586529,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,valence,valence,valence,0.696,0.0028659312520176172,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_4,key,key,0.0,0.0010332177625969052,INCREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key_5,key,key,0.0,-0.0009835944510996342,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,time_signature_1.0,time_signature,time_signature,0.0,-0.00021171665866859257,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,time_signature_5.0,time_signature,time_signature,0.0,-5.97265170654282e-05,DECREASE_PREDICTION,MAPPED
case_009,5s2zbxZI4Ym5LTKwjZHS2V,explicit_True,explicit,explicit,0.0,-1.9250157947681146e-06,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_year,release_year,release_year,2019.0,9.20218563079834,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_month,release_month,release_month,12.0,-3.3081414699554443,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,tempo,tempo,tempo,139.863,-0.9244406223297119,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,acousticness,acousticness,acousticness,0.21,0.727718710899353,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,decade,decade,decade,2010.0,0.7034811973571777,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_month_cos,release_month_cos,release_month,1.0,-0.6509966850280762,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,year_in_decade,year_in_decade,release_year,9.0,-0.44663888216018677,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,mode_0,mode,mode,1.0,-0.3999846279621124,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,danceability,danceability,danceability,0.448,-0.38920485973358154,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy,energy,energy,0.838,0.2789922058582306,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0,-0.27157214283943176,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy_valence,energy_valence,energy×valence,0.21285199999999999,0.2534034550189972,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_month_sin,release_month_sin,release_month,-2.4492935982947064e-16,-0.24219979345798492,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,loudness,loudness,loudness,-5.257,-0.20151245594024658,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy_danceability,energy_danceability,energy×danceability,0.375424,0.19309048354625702,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,liveness,liveness,liveness,0.131,0.1815924346446991,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,danceability_valence,danceability_valence,danceability×valence,0.113792,-0.12880030274391174,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,loudness_energy,loudness_energy,loudness×energy,-4.405366,0.11219943314790726,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,instrumentalness,instrumentalness,instrumentalness,0.000131,-0.10287600010633469,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_2,key,key,0.0,0.060996606945991516,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_1,key,key,0.0,-0.055117733776569366,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,speechiness,speechiness,speechiness,0.0557,0.047197118401527405,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,duration_min,duration_min,duration_min,3.4818,-0.04666062071919441,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_8,key,key,0.0,-0.04459620639681816,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,2.7510000000000003e-05,-0.035041358321905136,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,valence,valence,valence,0.254,0.03424880653619766,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_precision_year,release_precision,release_precision,0.0,0.03206704929471016,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,tempo_danceability,tempo_danceability,tempo×danceability,62.658624,-0.028836337849497795,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,explicit_False,explicit,explicit,1.0,-0.02749204821884632,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,mode_1,mode,mode,0.0,-0.02521011047065258,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_0,key,key,0.0,0.024346178397536278,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,time_signature_4.0,time_signature,time_signature,1.0,0.023406295105814934,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_7,key,key,0.0,0.02182510495185852,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_precision_day,release_precision,release_precision,1.0,0.01940491423010826,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_9,key,key,0.0,0.01907123066484928,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_4,key,key,1.0,-0.01669006235897541,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_6,key,key,0.0,-0.015397271141409874,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy_liveness,energy_liveness,energy×liveness,0.109778,-0.014132371172308922,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,duration_log,duration_log,duration_min,1.5000247514469132,-0.012525142170488834,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_3,key,key,0.0,-0.011910426430404186,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_precision_month,release_precision,release_precision,0.0,-0.007342060562223196,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,time_signature_3.0,time_signature,time_signature,0.0,0.00601916154846549,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_11,key,key,0.0,-0.004959938116371632,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_10,key,key,0.0,-0.004869988653808832,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,key_5,key,key,0.0,0.0016512188594788313,INCREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,duration_squared,duration_squared,duration_min,12.122931239999998,-0.0005960177513770759,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,time_signature_5.0,time_signature,time_signature,0.0,-0.00018529700173530728,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,time_signature_1.0,time_signature,time_signature,0.0,-2.3176933609647676e-05,DECREASE_PREDICTION,MAPPED
case_010,45S5WTQEGOB1VHr1Q4FuPl,explicit_True,explicit,explicit,0.0,-1.692484693194274e-05,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_year,release_year,release_year,2020.0,10.903810501098633,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,acousticness,acousticness,acousticness,0.112,1.0560284852981567,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,decade,decade,decade,2020.0,0.8397658467292786,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,tempo,tempo,tempo,83.97,0.8345757722854614,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,year_in_decade,year_in_decade,release_year,0.0,0.6671687960624695,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,mode_0,mode,mode,1.0,-0.47253137826919556,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_month,release_month,release_month,12.0,-0.347107857465744,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy_danceability,energy_danceability,energy×danceability,0.34217200000000003,0.3131457269191742,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,danceability,danceability,danceability,0.653,0.3058605492115021,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,liveness,liveness,liveness,0.203,-0.2364296019077301,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,duration_min,duration_min,duration_min,2.6698,-0.2133893519639969,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_month_sin,release_month_sin,release_month,-2.4492935982947064e-16,-0.20658810436725616,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_11,key,key,1.0,0.20568311214447021,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_month_cos,release_month_cos,release_month,1.0,-0.13971443474292755,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,speechiness,speechiness,speechiness,0.0502,0.13680565357208252,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0,-0.10809604078531265,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy_valence,energy_valence,energy×valence,0.28977200000000003,0.09641183912754059,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,valence,valence,valence,0.553,0.08639081567525864,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy_liveness,energy_liveness,energy×liveness,0.10637200000000001,-0.08335471153259277,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,loudness_energy,loudness_energy,loudness×energy,-4.724384000000001,0.0784764289855957,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,tempo_danceability,tempo_danceability,tempo×danceability,54.83241,0.06018110737204552,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_precision_year,release_precision,release_precision,0.0,0.052428558468818665,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_2,key,key,0.0,0.05024440586566925,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_0,key,key,0.0,0.04439448192715645,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,mode_1,mode,mode,0.0,-0.041913047432899475,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_1,key,key,0.0,-0.03754408285021782,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,loudness,loudness,loudness,-9.016,-0.036403149366378784,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_7,key,key,0.0,0.033141523599624634,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,0.0,0.0326770544052124,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,danceability_valence,danceability_valence,danceability×valence,0.36110900000000007,0.028585687279701233,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,time_signature_4.0,time_signature,time_signature,1.0,-0.026866991072893143,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_6,key,key,0.0,-0.026350857689976692,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_8,key,key,0.0,-0.02360888384282589,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,time_signature_3.0,time_signature,time_signature,0.0,0.021102625876665115,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_precision_day,release_precision,release_precision,1.0,0.02024143375456333,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_9,key,key,0.0,0.018840469419956207,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,energy,energy,energy,0.524,-0.018569301813840866,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,instrumentalness,instrumentalness,instrumentalness,0.0,0.01783793792128563,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,duration_log,duration_log,duration_min,1.300137164668716,-0.017540546134114265,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,explicit_False,explicit,explicit,1.0,-0.012964104302227497,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_10,key,key,0.0,-0.011645532213151455,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,release_precision_month,release_precision,release_precision,0.0,-0.008268019184470177,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,duration_squared,duration_squared,duration_min,7.1278320399999995,-0.006623403634876013,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_4,key,key,0.0,0.005586766172200441,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_3,key,key,0.0,-0.005205786321312189,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,key_5,key,key,0.0,0.002865044865757227,INCREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,time_signature_5.0,time_signature,time_signature,0.0,-5.8116798754781485e-05,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,time_signature_1.0,time_signature,time_signature,0.0,-5.0320770242251456e-05,DECREASE_PREDICTION,MAPPED
case_011,6tDDoYIxWvMLTdKpjFkc1B,explicit_True,explicit,explicit,0.0,-1.9250157947681146e-06,DECREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,release_year,release_year,release_year,2019.0,13.82221794128418,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0699,4.500270843505859,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,acousticness,acousticness,acousticness,0.000342,3.0196573734283447,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,loudness,loudness,loudness,-2.887,2.3814430236816406,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,key_1,key,key,1.0,1.6823906898498535,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,loudness_energy,loudness_energy,loudness×energy,-2.852356,1.1596415042877197,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,decade,decade,decade,2010.0,1.036392092704773,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,energy,energy,energy,0.988,0.8039105534553528,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,duration_min,duration_min,duration_min,3.84,0.7414352893829346,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,tempo,tempo,tempo,150.097,-0.62641441822052,DECREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,energy_danceability,energy_danceability,energy×danceability,0.457444,0.4431523382663727,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,valence,valence,valence,0.171,0.44192004203796387,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,explicit_False,explicit,explicit,0.0,0.42157790064811707,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,release_precision_day,release_precision,release_precision,1.0,0.31714892387390137,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,mode_0,mode,mode,1.0,-0.31568366289138794,DECREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,liveness,liveness,liveness,0.109,0.3082607388496399,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,danceability,danceability,danceability,0.463,-0.2988857626914978,DECREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,energy_valence,energy_valence,energy×valence,0.16894800000000001,0.23536190390586853,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,release_month_sin,release_month_sin,release_month,0.49999999999999994,-0.1697893589735031,DECREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,release_month_cos,release_month_cos,release_month,0.8660254037844387,-0.1519434005022049,DECREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,instrumentalness,instrumentalness,instrumentalness,0.0868,0.1503494679927826,INCREASE_PREDICTION,MAPPED
case_017,46doqU89HXCjtvNJnC7P5v,speechiness,speechiness,speechiness,0.0699,-0.11742385476827621,DECREASE_PREDICTION,MAPPED
